Lieu	N° région, département	Série	Unité	2004	2008
DORDOGNE	24	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	2.0	2.0
DOUBS	25	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
DOUBS	25	RA08Etablissements de recherche (hors CEA)	nombre	4.0	4.0
DOUBS	25	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	0.0
DOUBS	25	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
DOUBS	25	RA08Activités médicales	nombre	2.0	3.0
DOUBS	25	RA08Etablissements de la défense nationale	nombre	1.0	2.0
DOUBS	25	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
DOUBS	25	RA08Amont du cycle du combustible	nombre	0.0	0.0
DOUBS	25	RA08Aval du cycle du combustible	nombre	0.0	0.0
DOUBS	25	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
DOUBS	25	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
DOUBS	25	RA08Anciens sites assainis ou en cours d'assainissement	nombre	1.0	1.0
DOUBS	25	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	7.0	9.0
DROME	26	RA08Centres d'études et de recherche du CEA civil	nombre	1.0	0.0
DROME	26	RA08Etablissements de recherche (hors CEA)	nombre	1.0	1.0
DROME	26	RA08Installations industrielles (hors production d'électricité)	nombre	1.0	2.0
DROME	26	RA08Centres nucléaires de production d'électricité	nombre	1.0	1.0
DROME	26	RA08Activités médicales	nombre	1.0	1.0
DROME	26	RA08Etablissements de la défense nationale	nombre	0.0	0.0
DROME	26	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	2.0	1.0
DROME	26	RA08Amont du cycle du combustible	nombre	5.0	6.0
DROME	26	RA08Aval du cycle du combustible	nombre	0.0	0.0
DROME	26	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	1.0
DROME	26	RA08Sites d'entreposage et stockage	nombre	3.0	3.0
DROME	26	RA08Anciens sites assainis ou en cours d'assainissement	nombre	1.0	1.0
DROME	26	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	15.0	16.0
ESSONNE	91	RA08Centres d'études et de recherche du CEA civil	nombre	2.0	1.0
ESSONNE	91	RA08Etablissements de recherche (hors CEA)	nombre	13.0	22.0
ESSONNE	91	RA08Installations industrielles (hors production d'électricité)	nombre	4.0	4.0
ESSONNE	91	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
ESSONNE	91	RA08Activités médicales	nombre	3.0	2.0
ESSONNE	91	RA08Etablissements de la défense nationale	nombre	6.0	3.0
ESSONNE	91	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	1.0	1.0
ESSONNE	91	RA08Amont du cycle du combustible	nombre	2.0	2.0
ESSONNE	91	RA08Aval du cycle du combustible	nombre	0.0	0.0
ESSONNE	91	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
ESSONNE	91	RA08Sites d'entreposage et stockage	nombre	6.0	6.0
ESSONNE	91	RA08Anciens sites assainis ou en cours d'assainissement	nombre	3.0	5.0
ESSONNE	91	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	37.0	41.0
EURE	27	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
EURE	27	RA08Etablissements de recherche (hors CEA)	nombre	1.0	1.0
EURE	27	RA08Installations industrielles (hors production d'électricité)	nombre	1.0	0.0
EURE	27	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
EURE	27	RA08Activités médicales	nombre	2.0	2.0
EURE	27	RA08Etablissements de la défense nationale	nombre	1.0	1.0
EURE	27	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
EURE	27	RA08Amont du cycle du combustible	nombre	0.0	0.0
EURE	27	RA08Aval du cycle du combustible	nombre	0.0	0.0
EURE	27	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
EURE	27	RA08Sites d'entreposage et stockage	nombre	0.0	2.0
EURE	27	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	1.0
EURE	27	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	5.0	6.0
EURE-ET-LOIR	28	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
EURE-ET-LOIR	28	RA08Etablissements de recherche (hors CEA)	nombre	1.0	1.0
EURE-ET-LOIR	28	RA08Installations industrielles (hors production d'électricité)	nombre	1.0	0.0
EURE-ET-LOIR	28	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
EURE-ET-LOIR	28	RA08Activités médicales	nombre	0.0	0.0
EURE-ET-LOIR	28	RA08Etablissements de la défense nationale	nombre	1.0	1.0
EURE-ET-LOIR	28	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
EURE-ET-LOIR	28	RA08Amont du cycle du combustible	nombre	0.0	0.0
EURE-ET-LOIR	28	RA08Aval du cycle du combustible	nombre	0.0	0.0
EURE-ET-LOIR	28	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
EURE-ET-LOIR	28	RA08Sites d'entreposage et stockage	nombre	1.0	1.0
EURE-ET-LOIR	28	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
EURE-ET-LOIR	28	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	4.0	3.0
FINISTERE	29	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
FINISTERE	29	RA08Etablissements de recherche (hors CEA)	nombre	4.0	5.0
FINISTERE	29	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	0.0
FINISTERE	29	RA08Centres nucléaires de production d'électricité	nombre	1.0	1.0
FINISTERE	29	RA08Activités médicales	nombre	7.0	7.0
FINISTERE	29	RA08Etablissements de la défense nationale	nombre	8.0	8.0
FINISTERE	29	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
FINISTERE	29	RA08Amont du cycle du combustible	nombre	0.0	0.0
FINISTERE	29	RA08Aval du cycle du combustible	nombre	0.0	0.0
FINISTERE	29	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
FINISTERE	29	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
FINISTERE	29	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
FINISTERE	29	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	20.0	21.0
GARD	30	RA08Centres d'études et de recherche du CEA civil	nombre	4.0	4.0
GARD	30	RA08Etablissements de recherche (hors CEA)	nombre	3.0	3.0
GARD	30	RA08Installations industrielles (hors production d'électricité)	nombre	2.0	2.0
GARD	30	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
GARD	30	RA08Activités médicales	nombre	2.0	2.0
GARD	30	RA08Etablissements de la défense nationale	nombre	2.0	2.0
GARD	30	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	1.0	1.0
GARD	30	RA08Amont du cycle du combustible	nombre	0.0	0.0
GARD	30	RA08Aval du cycle du combustible	nombre	2.0	2.0
GARD	30	RA08Etablissements de traitements des déchets ou de maintenance	nombre	1.0	1.0
GARD	30	RA08Sites d'entreposage et stockage	nombre	1.0	1.0
GARD	30	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
GARD	30	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	18.0	18.0
GERS	32	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
GERS	32	RA08Etablissements de recherche (hors CEA)	nombre	0.0	0.0
GERS	32	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	0.0
GERS	32	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
GERS	32	RA08Activités médicales	nombre	0.0	0.0
GERS	32	RA08Etablissements de la défense nationale	nombre	0.0	0.0
GERS	32	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
GERS	32	RA08Amont du cycle du combustible	nombre	0.0	0.0
GERS	32	RA08Aval du cycle du combustible	nombre	0.0	0.0
GERS	32	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
GERS	32	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
GERS	32	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
GERS	32	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	0.0	0.0
GIRONDE	33	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
GIRONDE	33	RA08Etablissements de recherche (hors CEA)	nombre	12.0	23.0
GIRONDE	33	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	2.0
GIRONDE	33	RA08Centres nucléaires de production d'électricité	nombre	1.0	1.0
GIRONDE	33	RA08Activités médicales	nombre	6.0	5.0
GIRONDE	33	RA08Etablissements de la défense nationale	nombre	3.0	5.0
GIRONDE	33	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	1.0	1.0
GIRONDE	33	RA08Amont du cycle du combustible	nombre	0.0	0.0
GIRONDE	33	RA08Aval du cycle du combustible	nombre	0.0	0.0
GIRONDE	33	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
GIRONDE	33	RA08Sites d'entreposage et stockage	nombre	1.0	1.0
GIRONDE	33	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
GIRONDE	33	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	24.0	38.0
HAUT-RHIN	68	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
HAUT-RHIN	68	RA08Etablissements de recherche (hors CEA)	nombre	3.0	3.0
HAUT-RHIN	68	RA08Installations industrielles (hors production d'électricité)	nombre	3.0	3.0
HAUT-RHIN	68	RA08Centres nucléaires de production d'électricité	nombre	1.0	1.0
HAUT-RHIN	68	RA08Activités médicales	nombre	3.0	3.0
HAUT-RHIN	68	RA08Etablissements de la défense nationale	nombre	1.0	1.0
HAUT-RHIN	68	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
HAUT-RHIN	68	RA08Amont du cycle du combustible	nombre	1.0	1.0
HAUT-RHIN	68	RA08Aval du cycle du combustible	nombre	0.0	0.0
HAUT-RHIN	68	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
HAUT-RHIN	68	RA08Sites d'entreposage et stockage	nombre	0.0	1.0
HAUT-RHIN	68	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	2.0
HAUT-RHIN	68	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	12.0	13.0
HAUTE-CORSE	2B	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
HAUTE-CORSE	2B	RA08Etablissements de recherche (hors CEA)	nombre	1.0	1.0
HAUTE-CORSE	2B	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	0.0
HAUTE-CORSE	2B	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
HAUTE-CORSE	2B	RA08Activités médicales	nombre	0.0	0.0
HAUTE-CORSE	2B	RA08Etablissements de la défense nationale	nombre	2.0	0.0
HAUTE-CORSE	2B	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
HAUTE-CORSE	2B	RA08Amont du cycle du combustible	nombre	0.0	0.0
HAUTE-CORSE	2B	RA08Aval du cycle du combustible	nombre	0.0	0.0
HAUTE-CORSE	2B	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
HAUTE-CORSE	2B	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
HAUTE-CORSE	2B	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
HAUTE-CORSE	2B	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	3.0	1.0
HAUTE-GARONNE	31	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
HAUTE-GARONNE	31	RA08Etablissements de recherche (hors CEA)	nombre	10.0	23.0
HAUTE-GARONNE	31	RA08Installations industrielles (hors production d'électricité)	nombre	1.0	2.0
HAUTE-GARONNE	31	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
HAUTE-GARONNE	31	RA08Activités médicales	nombre	8.0	8.0
HAUTE-GARONNE	31	RA08Etablissements de la défense nationale	nombre	3.0	2.0
HAUTE-GARONNE	31	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
HAUTE-GARONNE	31	RA08Amont du cycle du combustible	nombre	0.0	0.0
HAUTE-GARONNE	31	RA08Aval du cycle du combustible	nombre	0.0	0.0
HAUTE-GARONNE	31	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
HAUTE-GARONNE	31	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
HAUTE-GARONNE	31	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
HAUTE-GARONNE	31	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	22.0	35.0
HAUTE-LOIRE	43	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
HAUTE-LOIRE	43	RA08Etablissements de recherche (hors CEA)	nombre	0.0	0.0
HAUTE-LOIRE	43	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	0.0
HAUTE-LOIRE	43	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
HAUTE-LOIRE	43	RA08Activités médicales	nombre	0.0	0.0
HAUTE-LOIRE	43	RA08Etablissements de la défense nationale	nombre	0.0	0.0
HAUTE-LOIRE	43	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
HAUTE-LOIRE	43	RA08Amont du cycle du combustible	nombre	0.0	0.0
HAUTE-LOIRE	43	RA08Aval du cycle du combustible	nombre	0.0	0.0
HAUTE-LOIRE	43	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
HAUTE-LOIRE	43	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
HAUTE-LOIRE	43	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
HAUTE-LOIRE	43	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	0.0	0.0
HAUTE-MARNE	52	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
HAUTE-MARNE	52	RA08Etablissements de recherche (hors CEA)	nombre	0.0	0.0
HAUTE-MARNE	52	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	0.0
HAUTE-MARNE	52	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
HAUTE-MARNE	52	RA08Activités médicales	nombre	1.0	1.0
HAUTE-MARNE	52	RA08Etablissements de la défense nationale	nombre	0.0	1.0
HAUTE-MARNE	52	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
HAUTE-MARNE	52	RA08Amont du cycle du combustible	nombre	0.0	0.0
HAUTE-MARNE	52	RA08Aval du cycle du combustible	nombre	0.0	0.0
HAUTE-MARNE	52	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
HAUTE-MARNE	52	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
HAUTE-MARNE	52	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
HAUTE-MARNE	52	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	1.0	2.0
HAUTE-SAONE	70	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
HAUTE-SAONE	70	RA08Etablissements de recherche (hors CEA)	nombre	0.0	0.0
HAUTE-SAONE	70	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	0.0
HAUTE-SAONE	70	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
HAUTE-SAONE	70	RA08Activités médicales	nombre	0.0	0.0
HAUTE-SAONE	70	RA08Etablissements de la défense nationale	nombre	0.0	0.0
HAUTE-SAONE	70	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
HAUTE-SAONE	70	RA08Amont du cycle du combustible	nombre	0.0	0.0
HAUTE-SAONE	70	RA08Aval du cycle du combustible	nombre	0.0	0.0
HAUTE-SAONE	70	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
HAUTE-SAONE	70	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
HAUTE-SAONE	70	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
HAUTE-SAONE	70	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	0.0	0.0
HAUTE-SAVOIE	74	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
HAUTE-SAVOIE	74	RA08Etablissements de recherche (hors CEA)	nombre	4.0	2.0
HAUTE-SAVOIE	74	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	1.0
HAUTE-SAVOIE	74	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
HAUTE-SAVOIE	74	RA08Activités médicales	nombre	2.0	2.0
HAUTE-SAVOIE	74	RA08Etablissements de la défense nationale	nombre	0.0	0.0
HAUTE-SAVOIE	74	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
HAUTE-SAVOIE	74	RA08Amont du cycle du combustible	nombre	1.0	1.0
HAUTE-SAVOIE	74	RA08Aval du cycle du combustible	nombre	0.0	0.0
HAUTE-SAVOIE	74	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
HAUTE-SAVOIE	74	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
HAUTE-SAVOIE	74	RA08Anciens sites assainis ou en cours d'assainissement	nombre	2.0	2.0
HAUTE-SAVOIE	74	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	7.0	6.0
HAUTE-VIENNE	87	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
HAUTE-VIENNE	87	RA08Etablissements de recherche (hors CEA)	nombre	1.0	2.0
HAUTE-VIENNE	87	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	0.0
HAUTE-VIENNE	87	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
HAUTE-VIENNE	87	RA08Activités médicales	nombre	1.0	1.0
HAUTE-VIENNE	87	RA08Etablissements de la défense nationale	nombre	1.0	1.0
HAUTE-VIENNE	87	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
HAUTE-VIENNE	87	RA08Amont du cycle du combustible	nombre	7.0	7.0
HAUTE-VIENNE	87	RA08Aval du cycle du combustible	nombre	0.0	0.0
HAUTE-VIENNE	87	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
HAUTE-VIENNE	87	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
HAUTE-VIENNE	87	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
HAUTE-VIENNE	87	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	10.0	11.0
HAUTES-ALPES	05	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
HAUTES-ALPES	05	RA08Etablissements de recherche (hors CEA)	nombre	0.0	0.0
HAUTES-ALPES	05	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	0.0
HAUTES-ALPES	05	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
HAUTES-ALPES	05	RA08Activités médicales	nombre	0.0	0.0
HAUTES-ALPES	05	RA08Etablissements de la défense nationale	nombre	0.0	0.0
HAUTES-ALPES	05	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
HAUTES-ALPES	05	RA08Amont du cycle du combustible	nombre	0.0	0.0
HAUTES-ALPES	05	RA08Aval du cycle du combustible	nombre	0.0	0.0
HAUTES-ALPES	05	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
HAUTES-ALPES	05	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
HAUTES-ALPES	05	RA08Anciens sites assainis ou en cours d'assainissement	nombre	1.0	1.0
HAUTES-ALPES	05	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	0.0	0.0
HAUTES-PYRENEES	65	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
HAUTES-PYRENEES	65	RA08Etablissements de recherche (hors CEA)	nombre	0.0	0.0
HAUTES-PYRENEES	65	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	0.0
HAUTES-PYRENEES	65	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
HAUTES-PYRENEES	65	RA08Activités médicales	nombre	1.0	2.0
HAUTES-PYRENEES	65	RA08Etablissements de la défense nationale	nombre	0.0	0.0
HAUTES-PYRENEES	65	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
HAUTES-PYRENEES	65	RA08Amont du cycle du combustible	nombre	0.0	0.0
HAUTES-PYRENEES	65	RA08Aval du cycle du combustible	nombre	0.0	0.0
HAUTES-PYRENEES	65	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
HAUTES-PYRENEES	65	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
HAUTES-PYRENEES	65	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
HAUTES-PYRENEES	65	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	1.0	2.0
HAUTS-DE-SEINE	92	RA08Centres d'études et de recherche du CEA civil	nombre	3.0	3.0
HAUTS-DE-SEINE	92	RA08Etablissements de recherche (hors CEA)	nombre	15.0	21.0
HAUTS-DE-SEINE	92	RA08Installations industrielles (hors production d'électricité)	nombre	1.0	1.0
HAUTS-DE-SEINE	92	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
HAUTS-DE-SEINE	92	RA08Activités médicales	nombre	13.0	15.0
HAUTS-DE-SEINE	92	RA08Etablissements de la défense nationale	nombre	0.0	1.0
HAUTS-DE-SEINE	92	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
HAUTS-DE-SEINE	92	RA08Amont du cycle du combustible	nombre	0.0	0.0
HAUTS-DE-SEINE	92	RA08Aval du cycle du combustible	nombre	0.0	0.0
HAUTS-DE-SEINE	92	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
HAUTS-DE-SEINE	92	RA08Sites d'entreposage et stockage	nombre	1.0	1.0
HAUTS-DE-SEINE	92	RA08Anciens sites assainis ou en cours d'assainissement	nombre	4.0	4.0
HAUTS-DE-SEINE	92	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	33.0	42.0
HERAULT	34	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
HERAULT	34	RA08Etablissements de recherche (hors CEA)	nombre	16.0	25.0
HERAULT	34	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	0.0
HERAULT	34	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
HERAULT	34	RA08Activités médicales	nombre	10.0	6.0
HERAULT	34	RA08Etablissements de la défense nationale	nombre	0.0	1.0
HERAULT	34	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
HERAULT	34	RA08Amont du cycle du combustible	nombre	1.0	1.0
HERAULT	34	RA08Aval du cycle du combustible	nombre	0.0	0.0
HERAULT	34	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
HERAULT	34	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
HERAULT	34	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
HERAULT	34	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	27.0	33.0
ILLE-ET-VILAINE	35	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
ILLE-ET-VILAINE	35	RA08Etablissements de recherche (hors CEA)	nombre	11.0	19.0
ILLE-ET-VILAINE	35	RA08Installations industrielles (hors production d'électricité)	nombre	1.0	1.0
ILLE-ET-VILAINE	35	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
ILLE-ET-VILAINE	35	RA08Activités médicales	nombre	2.0	2.0
ILLE-ET-VILAINE	35	RA08Etablissements de la défense nationale	nombre	2.0	2.0
ILLE-ET-VILAINE	35	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
ILLE-ET-VILAINE	35	RA08Amont du cycle du combustible	nombre	0.0	0.0
ILLE-ET-VILAINE	35	RA08Aval du cycle du combustible	nombre	0.0	0.0
ILLE-ET-VILAINE	35	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
ILLE-ET-VILAINE	35	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
ILLE-ET-VILAINE	35	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
ILLE-ET-VILAINE	35	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	16.0	24.0
INDRE	36	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
INDRE	36	RA08Etablissements de recherche (hors CEA)	nombre	0.0	0.0
INDRE	36	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	0.0
INDRE	36	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
INDRE	36	RA08Activités médicales	nombre	0.0	0.0
INDRE	36	RA08Etablissements de la défense nationale	nombre	2.0	1.0
INDRE	36	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
INDRE	36	RA08Amont du cycle du combustible	nombre	0.0	0.0
INDRE	36	RA08Aval du cycle du combustible	nombre	0.0	0.0
INDRE	36	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
INDRE	36	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
INDRE	36	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
INDRE	36	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	2.0	1.0
INDRE-ET-LOIRE	37	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
INDRE-ET-LOIRE	37	RA08Etablissements de recherche (hors CEA)	nombre	4.0	9.0
INDRE-ET-LOIRE	37	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	0.0
INDRE-ET-LOIRE	37	RA08Centres nucléaires de production d'électricité	nombre	3.0	3.0
INDRE-ET-LOIRE	37	RA08Activités médicales	nombre	6.0	5.0
INDRE-ET-LOIRE	37	RA08Etablissements de la défense nationale	nombre	1.0	1.0
INDRE-ET-LOIRE	37	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
INDRE-ET-LOIRE	37	RA08Amont du cycle du combustible	nombre	0.0	0.0
INDRE-ET-LOIRE	37	RA08Aval du cycle du combustible	nombre	0.0	0.0
INDRE-ET-LOIRE	37	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
INDRE-ET-LOIRE	37	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
INDRE-ET-LOIRE	37	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
INDRE-ET-LOIRE	37	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	14.0	18.0
ISERE	38	RA08Centres d'études et de recherche du CEA civil	nombre	2.0	2.0
ISERE	38	RA08Etablissements de recherche (hors CEA)	nombre	8.0	18.0
ISERE	38	RA08Installations industrielles (hors production d'électricité)	nombre	2.0	1.0
ISERE	38	RA08Centres nucléaires de production d'électricité	nombre	2.0	2.0
ISERE	38	RA08Activités médicales	nombre	1.0	2.0
ISERE	38	RA08Etablissements de la défense nationale	nombre	1.0	1.0
